,LABEL,1d_Hurst,1d_FDI,lower_range,upper_range,VWAP_spot,z_score,partiality,15p_geomean,trend
31,ETF : MBB,0.41050055011929587,1.5894994498807042,93.08559655741074,93.72559292693519,93.28258803622748,-0.38439813662344646,31.0% | 69.0%,-3.1e-05,MEAN REVERTING
32,ETF : SHY,0.27193617856625246,1.7280638214337476,81.11809843583927,81.29377471217344,81.16427524891937,-0.47429654084587997,26.0% | 74.0%,-2e-06,MEAN REVERTING
33,ETF : IEF,0.322157932664127,1.677842067335873,96.47870659096692,97.28406843471221,96.72839768398586,-0.3799281777299883,31.0% | 69.0%,-1.1e-05,MEAN REVERTING
34,ETF : TLT,0.3200538790717521,1.679946120928248,101.94789829030113,103.45275031328659,102.37176341581697,-0.436668696932813,28.000000000000004% | 72.0%,-2e-05,MEAN REVERTING
35,ETF : TIP,0.3700465618360707,1.6299534381639293,107.50071178571508,108.09310624594045,107.75165434292488,-0.15278560466507105,42.0% | 57.99999999999999%,-0.0,MEAN REVERTING
36,ETF : LQD,0.5135440313661884,1.4864559686338117,106.91117570407512,107.93653985741317,107.37701939818949,-0.09135950852616169,45.0% | 55.00000000000001%,-2.6e-05,BROWNIAN
37,ETF : UDN,0.572003388144885,1.4279966118551148,18.827276324875577,19.004690018090066,18.911420537090716,-0.05143497448744145,47.0% | 53.0%,-2e-06,BEARISH
38,ETF : SDY,0.6806817921597486,1.3193182078402514,118.71285765768768,122.52965720151316,120.65393104062368,0.017120946828927782,51.0% | 49.0%,-0.000224,BEARISH
39,ETF : QUAL,0.5033956732697789,1.4966043267302211,131.14670887829763,133.9697557253733,132.70792601013787,0.10605116840868072,55.00000000000001% | 45.0%,-0.000136,BROWNIAN
40,ETF : UUP,0.38610718404829286,1.6138928159517072,28.06163966482094,28.294999017115263,28.202701269323942,0.20896465572195075,60.0% | 40.0%,1e-05,MEAN REVERTING
41,ETF : GDX,0.6123911971338544,1.3876088028661457,28.691756693505624,30.96254258872696,29.85749702773668,0.026728531901005173,51.0% | 49.0%,-0.000536,BEARISH
42,ETF : GDXJ,0.5715334687300813,1.4284665312699187,33.78142991080064,36.54855819531494,35.191632496251025,0.019253493480813358,51.0% | 49.0%,-0.000575,BEARISH
43,ETF : GLD,0.5658994702275891,1.4341005297724108,175.14133743452453,180.72737533943666,177.8130065939219,-0.043447536563254674,48.0% | 52.0%,-0.000249,BEARISH
44,ETF : VIXM,0.4139459544532932,1.5860540455467067,21.745682086335123,22.081961270387758,21.82247683932248,-0.5432678760435127,23.0% | 77.0%,-8.4e-05,MEAN REVERTING
45,ETF : VIXY,0.6036152157336669,1.396384784266333,5.139640712277616,5.496573819610298,5.2580784926845165,-0.33635867352304955,33.0% | 67.0%,-0.000599,BEARISH
46,CRYPTO : BTC-USD,0.8857307008913017,1.1142692991086984,27691.149524158973,32398.536186574405,30039.587304121414,-0.0022328954989976717,50.0% | 50.0%,1.2e-05,BULLISH
47,CRYPTO : ETH-USD,0.8985329915355117,1.1014670084644882,1753.8506080878392,2003.642669743268,1878.3210323177784,-0.0034076871374902323,50.0% | 50.0%,-0.000138,BEARISH
48,CRYPTO : USDT-USD,0.44792163599889384,1.5520783640011062,0.9998594087212597,1.0006763185560879,1.0002291427318482,-0.09479848368748103,45.0% | 55.00000000000001%,1e-06,MEAN REVERTING
49,CRYPTO : ADA-USD,0.8514781704175489,1.148521829582451,0.2647955786091438,0.31858939625823235,0.29105495677568816,-0.023702748228754195,49.0% | 51.0%,3.5e-05,BULLISH
50,CRYPTO : BNB-USD,0.6234749715561448,1.3765250284438553,234.6416817082149,250.9865308462252,241.95493226133468,-0.10513085910194714,45.0% | 55.00000000000001%,-0.000385,BEARISH
51,CRYPTO : DOGE-USD,0.7664887815719229,1.233511218428077,0.06172458831986766,0.07010308387757636,0.06580452796039644,-0.026092545510749115,49.0% | 51.0%,-0.000121,BEARISH
52,CRYPTO : XRP-USD,0.691974112694086,1.3080258873059138,0.47738006818049883,0.5147501847515675,0.49595754201928444,-0.0057577795640077305,50.0% | 50.0%,-0.000129,BEARISH
53,CRYPTO : XMR-USD,0.7501383211659984,1.2498616788340016,144.1917753660022,156.41264204130673,150.05559200526315,-0.04035993599204558,48.0% | 52.0%,0.000309,BULLISH
