,LABEL,1d_Hurst,1d_FDI,lower_range,upper_range,VWAP_spot,z_score,partiality,15p_geomean,trend
37,ETF : UDN,0.7338927231480713,1.2661072768519288,18.43110148318084,18.80497648638761,18.60565593042817,-0.06624168104228834,47.0% | 53.0%,-5.5e-05,BEARISH
38,ETF : SDY,0.5187306547472877,1.4812693452527124,122.27197096433483,127.92456864118665,123.40337126138452,-0.5996883692313939,20.0% | 80.0%,-0.000123,BROWNIAN
39,ETF : QUAL,0.5740394501372865,1.4259605498627135,113.43109339246715,125.97288558187583,117.40037450188214,-0.36703127440319416,32.0% | 68.0%,-0.000666,BEARISH
40,ETF : UUP,0.658790616365829,1.341209383634171,27.428800239392213,27.94016596393003,27.718003601377998,0.1311018635328822,56.99999999999999% | 43.0%,5.8e-05,BULLISH
41,ETF : GDX,0.7691531351615638,1.230846864838436,27.158256041289327,34.507622800483254,30.690450314070027,-0.038775886817190706,48.0% | 52.0%,-0.001392,BEARISH
42,ETF : GDXJ,0.7686465620966674,1.2313534379033326,32.156710628760436,42.626108165073845,37.23736020535827,-0.029428473037640377,49.0% | 51.0%,-0.001501,BEARISH
43,ETF : GLD,0.6965757143868437,1.3034242856131564,164.13839878709797,174.865152947568,169.47090135321787,-0.005756543620415973,50.0% | 50.0%,-0.000384,BEARISH
44,ETF : VIXM,0.4538053280952863,1.5461946719047137,33.20520859709138,36.53378272393834,35.975277594054745,0.6644177905614833,83.0% | 17.0%,0.000336,BROWNIAN
45,ETF : VIXY,0.4280941650360158,1.5719058349639843,16.558088236437946,20.56797300768124,19.477255072154648,0.4559853972120968,73.0% | 27.0%,-0.00046,MEAN REVERTING
46,CRYPTO : BTC-USD,0.6352509029454474,1.3647490970545526,26282.905500905374,32404.171222021916,29166.4368609611,-0.05786434001438506,47.0% | 53.0%,-0.000263,BEARISH
47,CRYPTO : ETH-USD,0.6314112870785324,1.3685887129214676,1622.809037957263,2345.083009272196,1969.576141152038,-0.03979066956138615,48.0% | 52.0%,-0.000368,BEARISH
48,CRYPTO : USDT-USD,0.5414849914123832,1.4585150085876168,0.9908339831542122,1.0068532712828917,0.9987294602896833,-0.014253683178863634,49.0% | 51.0%,0.0,BROWNIAN
49,CRYPTO : ADA-USD,0.6707490376669085,1.3292509623330915,0.38629449302731333,0.673162154687267,0.5232067402355144,-0.045467541263025525,48.0% | 52.0%,-8.2e-05,BEARISH
50,CRYPTO : BNB-USD,0.6698959986750815,1.3301040013249184,248.09951373316784,341.9819055534859,293.67606507065483,-0.029071363569088314,49.0% | 51.0%,-8e-05,BEARISH
51,CRYPTO : DOGE-USD,0.7704919468430304,1.2295080531569695,0.05916206114142105,0.11226143619613352,0.0852712963956976,-0.01658973472384031,49.0% | 51.0%,-0.000395,BEARISH
52,CRYPTO : XRP-USD,0.6609767091985689,1.339023290801431,0.30648766926246274,0.5250521026302366,0.41424647628646155,-0.01394014237737125,49.0% | 51.0%,-0.000223,BEARISH
53,CRYPTO : XMR-USD,0.6654927628971311,1.3345072371028688,118.92692573938092,207.64454286271024,160.13453021163244,-0.07103897042303442,46.0% | 54.0%,0.000459,BULLISH
